start	2021/7/5
20:5	27.30	48.10
20:5	27.20	48.40
20:5	27.30	48.50
20:5	27.20	48.50
20:5	27.30	48.50
20:5	27.30	48.50
20:5	27.30	48.50
20:5	27.30	48.50
20:5	27.30	48.50
20:5	27.30	48.60
20:5	27.30	48.60
20:5	27.30	48.60
20:5	27.30	48.30
20:5	27.30	48.30
20:5	27.30	48.00
20:5	27.20	47.90
20:5	27.30	47.60
20:5	27.30	47.50
20:5	27.30	47.80
20:5	27.30	47.80
20:5	27.20	47.80
20:5	27.20	47.80
20:5	27.30	48.10
20:6	27.30	48.10
20:6	27.30	48.10
20:6	27.30	48.20
20:6	27.30	48.30
20:6	27.20	48.30
20:6	27.30	48.30
20:6	27.30	48.40
20:6	27.30	48.40
20:6	27.30	48.40
20:6	27.30	48.70
20:6	27.30	48.70
20:6	27.30	48.70
20:6	27.30	48.70
20:6	27.30	48.60
20:6	27.30	48.60
20:6	27.30	48.30
20:6	27.30	48.20
20:6	27.30	48.20
20:6	27.30	48.10
20:6	27.30	48.10
20:6	27.30	48.10
20:6	27.30	48.40
20:6	27.30	48.40
20:6	27.30	48.40
20:6	27.30	48.40
20:6	27.30	48.50
20:6	27.30	48.50
20:6	27.30	48.50
20:6	27.20	48.50
20:7	27.30	48.50
20:7	27.30	48.50
20:7	27.20	48.20
20:7	27.30	48.20
20:7	27.30	48.30
20:7	27.30	48.30
20:7	27.30	48.00
20:7	27.30	48.00
20:7	27.30	48.40
20:7	27.30	48.40
20:7	27.30	48.40
20:7	27.30	48.40
20:7	27.30	48.80
20:7	27.30	48.80
20:7	27.30	48.80
20:7	27.30	48.80
20:7	27.30	48.80
20:7	27.30	48.90
20:7	27.30	48.90
20:7	27.30	48.90
20:7	27.30	48.90
20:7	27.30	48.80
20:7	27.30	48.80
20:7	27.30	48.80
20:7	27.30	48.80
20:7	27.20	48.70
20:7	27.30	48.70
20:7	27.30	48.70
20:7	27.30	48.70
20:8	27.30	48.70
20:8	27.30	48.70
20:8	27.30	48.70
20:8	27.20	48.70
20:8	27.30	48.70
20:8	27.30	48.70
20:8	27.30	48.70
20:8	27.20	48.70
20:8	27.30	48.80
20:8	27.30	48.50
20:8	27.30	48.50
20:8	27.30	48.60
20:8	27.30	48.60
20:8	27.30	48.60
20:8	27.20	48.60
20:8	27.30	48.90
20:8	27.30	48.90
20:8	27.30	48.90
20:8	27.30	48.50
20:8	27.30	48.50
20:8	27.30	48.60
20:8	27.30	48.60
20:8	27.30	48.60
20:8	27.30	48.60
20:8	27.30	48.90
20:8	27.30	48.90
20:8	27.30	48.90
20:8	27.30	48.80
20:8	27.30	48.80
20:9	27.30	48.50
20:9	27.30	48.60
20:9	27.30	48.60
20:9	27.30	48.60
20:9	27.30	48.60
20:9	27.30	48.60
20:9	27.30	48.90
20:9	27.30	48.80
20:9	27.30	48.50
20:9	27.30	48.50
20:9	27.30	48.50
20:9	27.20	48.50
20:9	27.30	48.60
20:9	27.30	48.30
20:9	27.30	48.70
20:9	27.30	48.40
20:9	27.30	48.40
20:9	27.30	48.40
20:9	27.30	48.40
20:9	27.30	48.60
20:9	27.30	48.60
20:9	27.30	48.50
20:9	27.30	48.40
20:9	27.30	48.40
20:9	27.30	48.30
20:9	27.30	48.30
20:9	27.30	48.40
20:9	27.30	48.70
20:9	27.30	48.70
20:10	27.30	48.70
20:10	27.30	48.80
20:10	27.30	48.40
20:10	27.30	48.10
20:10	27.30	48.10
20:10	27.30	48.10
20:10	27.30	48.10
20:10	27.30	48.10
20:10	27.30	48.40
20:10	27.30	48.70
20:10	27.30	48.70
20:10	27.30	48.80
20:10	27.30	48.80
20:10	27.30	48.90
20:10	27.30	48.60
20:10	27.30	48.60
20:10	27.30	48.60
20:10	27.30	48.60
20:10	27.30	48.50
20:10	27.30	48.40
20:10	27.30	48.70
20:10	27.20	48.70
20:10	27.30	48.40
20:10	27.30	48.10
20:10	27.30	48.20
20:10	27.30	48.20
20:10	27.30	48.20
20:10	27.30	48.30
20:10	27.30	48.60
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.10
20:11	27.30	49.10
20:11	27.30	48.80
20:11	27.30	48.80
20:11	27.30	48.80
20:11	27.30	48.80
20:11	27.30	48.80
20:11	27.30	48.80
20:11	27.30	49.10
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	49.00
20:11	27.30	48.90
20:11	27.30	48.90
20:11	27.30	48.60
20:11	27.30	48.60
20:11	27.30	48.30
20:12	27.30	48.30
20:12	27.30	48.30
20:12	27.30	48.30
20:12	27.30	48.70
20:12	27.30	48.70
20:12	27.30	48.70
20:12	27.30	48.40
20:12	27.30	48.10
20:12	27.30	48.10
20:12	27.30	48.10
20:12	27.30	48.10
20:12	27.30	48.40
20:12	27.30	48.70
20:12	27.30	49.10
20:12	27.30	49.10
20:12	27.30	49.00
20:12	27.30	49.00
20:12	27.30	49.00
20:12	27.30	49.00
20:12	27.30	48.90
20:12	27.30	48.90
20:12	27.30	48.60
20:12	27.30	48.60
20:12	27.30	48.70
20:12	27.30	48.70
20:12	27.30	48.80
20:12	27.30	48.90
20:12	27.30	49.20
20:12	27.30	49.20
20:13	27.30	48.70
20:13	27.30	48.70
20:13	27.30	48.60
20:13	27.30	48.30
20:13	27.30	48.30
20:13	27.30	48.40
20:13	27.30	48.70
20:13	27.30	48.70
20:13	27.30	48.70
20:13	27.30	48.80
20:13	27.30	48.90
20:13	27.30	48.90
20:13	27.30	49.00
20:13	27.30	49.00
20:13	27.30	49.00
20:13	27.30	49.30
20:13	27.30	49.30
20:13	27.30	49.30
20:13	27.30	49.20
20:13	27.30	49.20
20:13	27.30	49.10
20:13	27.30	49.10
20:13	27.30	49.10
20:13	27.30	49.10
20:13	27.30	49.20
20:13	27.30	49.20
20:13	27.30	49.20
20:13	27.30	49.30
20:13	27.30	49.20
20:14	27.30	49.20
20:14	27.30	49.20
20:14	27.30	49.20
20:14	27.30	48.90
20:14	27.30	48.90
20:14	27.30	48.90
20:14	27.30	48.90
20:14	27.30	48.90
20:14	27.30	48.60
20:14	27.30	48.90
20:14	27.30	48.80
20:14	27.30	48.50
20:14	27.30	48.50
20:14	27.30	48.50
20:14	27.30	48.80
20:14	27.30	48.50
20:14	27.30	48.60
20:14	27.30	48.90
20:14	27.30	49.00
20:14	27.30	49.00
20:14	27.30	49.00
20:14	27.30	49.30
20:14	27.30	49.00
20:14	27.30	49.00
20:14	27.30	49.00
20:14	27.30	49.00
20:14	27.30	49.00
20:14	27.30	49.00
20:14	27.30	49.00
20:15	27.30	48.90
20:15	27.30	49.00
20:15	27.30	49.00
20:15	27.30	49.00
20:15	27.30	49.00
20:15	27.30	49.40
20:15	27.30	49.40
20:15	27.30	49.40
20:15	27.30	49.40
20:15	27.30	49.50
20:15	27.30	49.50
20:15	27.30	49.40
20:15	27.30	49.50
20:15	27.30	49.50
20:15	27.30	49.50
20:15	27.30	49.50
20:15	27.30	49.50
20:15	27.30	49.50
20:15	27.30	49.50
20:15	27.30	49.40
20:15	27.30	49.40
20:15	27.30	49.30
20:15	27.30	49.30
20:15	27.30	48.90
20:15	27.40	48.90
20:15	27.30	48.90
20:15	27.30	48.90
20:15	27.30	48.90
20:15	27.30	49.00
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.30
20:16	27.30	49.30
20:16	27.30	49.00
20:16	27.30	49.00
20:16	27.30	49.00
20:16	27.30	49.00
20:16	27.30	49.10
20:16	27.30	49.10
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.40
20:16	27.30	49.00
20:16	27.30	48.90
20:16	27.30	48.60
20:16	27.30	48.30
20:16	27.30	48.30
20:16	27.30	48.10
20:16	27.30	48.40
20:16	27.30	48.40
20:16	27.30	48.80
20:16	27.30	49.10
20:17	27.30	49.10
20:17	27.30	49.50
20:17	27.40	49.50
20:17	27.30	49.50
20:17	27.30	49.50
20:17	27.30	49.50
20:17	27.30	49.50
20:17	27.30	49.50
20:17	27.30	49.40
20:17	27.30	49.40
20:17	27.30	49.10
20:17	27.30	49.10
20:17	27.30	49.10
20:17	27.30	49.10
20:17	27.30	49.10
20:17	27.40	49.20
20:17	27.30	49.40
20:17	27.30	49.40
20:17	27.30	49.10
20:17	27.30	49.10
20:17	27.40	49.00
20:17	27.30	49.00
20:17	27.40	49.10
20:17	27.30	48.80
20:17	27.30	49.10
20:17	27.40	49.10
20:17	27.30	49.10
20:17	27.30	49.10
20:18	27.30	49.10
20:18	27.40	49.10
20:18	27.30	49.10
20:18	27.30	49.10
20:18	27.30	49.00
20:18	27.30	49.00
20:18	27.30	49.00
20:18	27.30	49.30
20:18	27.30	49.00
20:18	27.30	49.00
20:18	27.30	49.00
20:18	27.30	49.00
20:18	27.30	49.00
20:18	27.30	49.00
20:18	27.40	49.40
20:18	27.30	49.40
20:18	27.30	49.20
20:18	27.30	49.20
20:18	27.40	49.30
20:18	27.30	49.30
20:18	27.30	49.30
20:18	27.30	49.20
20:18	27.30	49.50
20:18	27.40	49.40
20:18	27.30	49.40
20:18	27.40	49.10
20:18	27.30	49.10
20:18	27.30	49.20
20:18	27.30	49.20
20:19	27.30	49.30
20:19	27.30	49.30
20:19	27.30	49.60
20:19	27.30	49.50
20:19	27.30	49.50
20:19	27.30	49.60
20:19	27.30	49.60
20:19	27.30	49.50
20:19	27.40	49.50
20:19	27.30	49.60
20:19	27.30	49.60
20:19	27.30	49.60
20:19	27.30	49.60
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.30	49.70
20:19	27.40	49.70
20:19	27.30	49.80
20:19	27.30	49.80
20:19	27.30	49.40
20:20	27.30	49.40
20:20	27.30	49.30
20:20	27.30	49.30
20:20	27.40	49.30
20:20	27.30	49.40
20:20	27.30	49.70
20:20	27.40	49.70
20:20	27.30	49.70
20:20	27.40	49.80
20:20	27.40	49.70
20:20	27.40	49.70
20:20	27.40	49.70
20:20	27.30	49.70
20:20	27.30	49.70
20:20	27.30	49.60
20:20	27.30	49.60
20:20	27.30	49.30
20:20	27.40	49.30
20:20	27.30	49.30
20:20	27.30	49.30
20:20	27.40	49.40
20:20	27.40	49.40
20:20	27.40	49.80
20:20	27.30	49.80
20:20	27.40	49.80
20:20	27.40	49.90
20:20	27.30	49.80
20:20	27.30	49.80
20:20	27.30	49.80
20:21	27.30	49.70
20:21	27.30	49.70
20:21	27.40	49.80
20:21	27.30	49.80
20:21	27.40	49.80
20:21	27.40	49.80
20:21	27.30	49.80
20:21	27.30	49.80
20:21	27.30	49.70
20:21	27.30	49.70
20:21	27.30	49.70
20:21	27.30	49.70
20:21	27.40	49.70
20:21	27.40	49.70
20:21	27.40	49.70
20:21	27.40	49.70
20:21	27.40	49.80
20:21	27.40	49.80
20:21	27.30	49.90
20:21	27.40	49.90
20:21	27.40	50.00
20:21	27.30	49.90
20:21	27.30	49.70
20:21	27.40	49.70
20:21	27.40	49.60
20:21	27.40	49.30
20:21	27.40	49.30
20:21	27.30	49.00
20:21	27.40	49.30
20:22	27.40	49.00
20:22	27.40	49.00
20:22	27.30	49.30
20:22	27.40	49.40
20:22	27.40	49.70
20:22	27.30	49.70
20:22	27.40	50.00
20:22	27.40	49.90
20:22	27.40	49.90
20:22	27.40	49.80
20:22	27.40	49.80
20:22	27.40	49.80
20:22	27.40	49.40
20:22	27.40	49.40
20:22	27.40	49.50
20:22	27.40	49.50
20:22	27.40	49.60
20:22	27.40	49.60
20:22	27.30	49.90
20:22	27.40	49.90
20:22	27.40	49.90
20:22	27.40	49.80
20:22	27.40	49.80
20:22	27.40	49.80
20:22	27.40	49.90
20:22	27.40	49.90
20:22	27.30	49.90
20:22	27.40	49.90
20:23	27.40	49.70
20:23	27.40	49.60
20:23	27.40	49.60
20:23	27.40	49.70
20:23	27.30	49.70
20:23	27.40	49.70
20:23	27.40	50.00
20:23	27.40	50.10
20:23	27.40	50.10
20:23	27.40	49.80
20:23	27.40	49.80
20:23	27.40	49.70
20:23	27.40	49.70
20:23	27.40	49.70
20:23	27.40	49.70
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	50.00
20:23	27.40	49.90
20:23	27.40	49.90
20:23	27.40	49.90
20:23	27.40	50.00
20:23	27.40	49.90
