           1   1.00000000       1.00000000       0.00000000       0.00000000       0.00000000    
           2  0.500000000      0.500000000       0.00000000       0.00000000       0.00000000    
           3  0.666666687      0.666666687       0.00000000      0.333333343       0.00000000    
           4  0.750000000      0.750000000      0.250000000      0.500000000      0.250000000    
           5  0.600000024      0.600000024      0.400000006      0.600000024      0.200000003    
           6  0.666666687      0.666666687      0.333333343      0.500000000      0.166666672    
           7  0.714285731      0.714285731      0.285714298      0.428571433      0.142857149    
           8  0.625000000      0.625000000      0.250000000      0.375000000      0.125000000    
           9  0.555555582      0.666666687      0.222222224      0.333333343      0.111111112    
          10  0.600000024      0.699999988      0.200000003      0.400000006      0.100000001    
          11  0.636363626      0.727272749      0.272727281      0.363636374      0.181818187    
          12  0.583333313      0.666666687      0.250000000      0.333333343      0.166666672    
          13  0.615384638      0.692307711      0.230769232      0.384615391      0.153846160    
          14  0.571428597      0.642857134      0.214285716      0.357142866      0.142857149    
          15  0.600000024      0.666666687      0.200000003      0.400000006      0.133333340    
          16  0.625000000      0.687500000      0.187500000      0.375000000      0.125000000    
          17  0.588235319      0.705882370      0.176470593      0.352941185      0.117647059    
          18  0.611111104      0.722222209      0.166666672      0.333333343      0.111111112    
          19  0.631578922      0.736842096      0.210526317      0.368421048      0.157894731    
          20  0.600000024      0.699999988      0.200000003      0.349999994      0.150000006    
          21  0.619047642      0.714285731      0.190476194      0.333333343      0.142857149    
          22  0.636363626      0.727272749      0.181818187      0.363636374      0.136363640    
          23  0.608695626      0.695652187      0.173913047      0.347826093      0.130434781    
          24  0.625000000      0.708333313      0.166666672      0.375000000      0.125000000    
          25  0.639999986      0.720000029      0.159999996      0.360000014      0.119999997    
          26  0.653846145      0.730769217      0.192307696      0.346153855      0.153846160    
          27  0.629629612      0.703703701      0.185185179      0.333333343      0.148148149    
          28  0.642857134      0.714285731      0.178571433      0.357142866      0.142857149    
          29  0.620689631      0.689655185      0.172413796      0.344827592      0.137931034    
          30  0.600000024      0.699999988      0.166666672      0.333333343      0.133333340    
